CODGEO,LIBGEO,EPCI,LIBEPCI,DEP,
78077,La Boissière-École,200073344,CA Rambouillet Territoires,78,
78087,Bonnelles,200073344,CA Rambouillet Territoires,78,
78108,Les Bréviaires,200073344,CA Rambouillet Territoires,78,
78120,Bullion,200073344,CA Rambouillet Territoires,78,
78125,La Celle-les-Bordes,200073344,CA Rambouillet Territoires,78,
78128,Cernay-la-Ville,200073344,CA Rambouillet Territoires,78,
78164,Clairefontaine-en-Yvelines,200073344,CA Rambouillet Territoires,78,
78209,Émancé,200073344,CA Rambouillet Territoires,78,
78220,Les Essarts-le-Roi,200073344,CA Rambouillet Territoires,78,
78264,Gambaiseuil,200073344,CA Rambouillet Territoires,78,
78269,Gazeran,200073344,CA Rambouillet Territoires,78,
78307,Hermeray,200073344,CA Rambouillet Territoires,78,
78349,Longvilliers,200073344,CA Rambouillet Territoires,78,
78407,Mittainville,200073344,CA Rambouillet Territoires,78,
78464,Orcemont,200073344,CA Rambouillet Territoires,78,
78470,Orphin,200073344,CA Rambouillet Territoires,78,
78472,Orsonville,200073344,CA Rambouillet Territoires,78,
78478,Paray-Douaville,200073344,CA Rambouillet Territoires,78,
78486,Le Perray-en-Yvelines,200073344,CA Rambouillet Territoires,78,
78497,Poigny-la-Forêt,200073344,CA Rambouillet Territoires,78,
78499,Ponthévrard,200073344,CA Rambouillet Territoires,78,
78506,Prunay-en-Yvelines,200073344,CA Rambouillet Territoires,78,
78516,Raizeux,200073344,CA Rambouillet Territoires,78,
78517,Rambouillet,200073344,CA Rambouillet Territoires,78,
78522,Rochefort-en-Yvelines,200073344,CA Rambouillet Territoires,78,
78537,Saint-Arnoult-en-Yvelines,200073344,CA Rambouillet Territoires,78,
78557,Saint-Hilarion,200073344,CA Rambouillet Territoires,78,
78562,Saint-Léger-en-Yvelines,200073344,CA Rambouillet Territoires,78,
78564,Saint-Martin-de-Bréthencourt,200073344,CA Rambouillet Territoires,78,
78569,Sainte-Mesme,200073344,CA Rambouillet Territoires,78,
78601,Sonchamp,200073344,CA Rambouillet Territoires,78,
78655,Vieille-Église-en-Yvelines,200073344,CA Rambouillet Territoires,78,
78006,Adainville,247800550,CC du Pays Houdanais (C.C.P.H.),78,
78048,Bazainville,247800550,CC du Pays Houdanais (C.C.P.H.),78,
78072,Boinvilliers,247800550,CC du Pays Houdanais (C.C.P.H.),78,
78076,Boissets,247800550,CC du Pays Houdanais (C.C.P.H.),78,
78096,Bourdonné,247800550,CC du Pays Houdanais (C.C.P.H.),78,
78163,Civry-la-Forêt,247800550,CC du Pays Houdanais (C.C.P.H.),78,
78171,Condé-sur-Vesgre,247800550,CC du Pays Houdanais (C.C.P.H.),78,
78185,Courgent,247800550,CC du Pays Houdanais (C.C.P.H.),78,
78192,Dammartin-en-Serve,247800550,CC du Pays Houdanais (C.C.P.H.),78,
78194,Dannemarie,247800550,CC du Pays Houdanais (C.C.P.H.),78,
78237,Flins-Neuve-Église,247800550,CC du Pays Houdanais (C.C.P.H.),78,
78283,Grandchamp,247800550,CC du Pays Houdanais (C.C.P.H.),78,
78285,Gressey,247800550,CC du Pays Houdanais (C.C.P.H.),78,
78302,La Hauteville,247800550,CC du Pays Houdanais (C.C.P.H.),78,
78310,Houdan,247800550,CC du Pays Houdanais (C.C.P.H.),78,
78346,Longnes,247800550,CC du Pays Houdanais (C.C.P.H.),78,
78381,Maulette,247800550,CC du Pays Houdanais (C.C.P.H.),78,
78413,Mondreville,247800550,CC du Pays Houdanais (C.C.P.H.),78,
78417,Montchauvet,247800550,CC du Pays Houdanais (C.C.P.H.),78,
78439,Mulcent,247800550,CC du Pays Houdanais (C.C.P.H.),78,
78465,Orgerus,247800550,CC du Pays Houdanais (C.C.P.H.),78,
78474,Orvilliers,247800550,CC du Pays Houdanais (C.C.P.H.),78,
78475,Osmoy,247800550,CC du Pays Houdanais (C.C.P.H.),78,
78505,Prunay-le-Temple,247800550,CC du Pays Houdanais (C.C.P.H.),78,
78520,Richebourg,247800550,CC du Pays Houdanais (C.C.P.H.),78,
78530,Rosay,247800550,CC du Pays Houdanais (C.C.P.H.),78,
78565,Saint-Martin-des-Champs,247800550,CC du Pays Houdanais (C.C.P.H.),78,
78591,Septeuil,247800550,CC du Pays Houdanais (C.C.P.H.),78,
78605,Tacoignières,247800550,CC du Pays Houdanais (C.C.P.H.),78,
78606,Le Tartre-Gaudran,247800550,CC du Pays Houdanais (C.C.P.H.),78,
78618,Tilly,247800550,CC du Pays Houdanais (C.C.P.H.),78,
78677,Villette,247800550,CC du Pays Houdanais (C.C.P.H.),78,
78043,Bailly,247800584,CA Versailles Grand Parc (C.A.V.G.P.),78,
78073,Bois-d'Arcy,247800584,CA Versailles Grand Parc (C.A.V.G.P.),78,
78092,Bougival,247800584,CA Versailles Grand Parc (C.A.V.G.P.),78,
78117,Buc,247800584,CA Versailles Grand Parc (C.A.V.G.P.),78,
78126,La Celle-Saint-Cloud,247800584,CA Versailles Grand Parc (C.A.V.G.P.),78,
78143,Châteaufort,247800584,CA Versailles Grand Parc (C.A.V.G.P.),78,
78158,Le Chesnay-Rocquencourt,247800584,CA Versailles Grand Parc (C.A.V.G.P.),78,
78242,Fontenay-le-Fleury,247800584,CA Versailles Grand Parc (C.A.V.G.P.),78,
78322,Jouy-en-Josas,247800584,CA Versailles Grand Parc (C.A.V.G.P.),78,
78343,Les Loges-en-Josas,247800584,CA Versailles Grand Parc (C.A.V.G.P.),78,
78455,Noisy-le-Roi,247800584,CA Versailles Grand Parc (C.A.V.G.P.),78,
78518,Rennemoulin,247800584,CA Versailles Grand Parc (C.A.V.G.P.),78,
78545,Saint-Cyr-l'École,247800584,CA Versailles Grand Parc (C.A.V.G.P.),78,
78620,Toussus-le-Noble,247800584,CA Versailles Grand Parc (C.A.V.G.P.),78,
78640,Vélizy-Villacoublay,247800584,CA Versailles Grand Parc (C.A.V.G.P.),78,
78646,Versailles,247800584,CA Versailles Grand Parc (C.A.V.G.P.),78,
78686,Viroflay,247800584,CA Versailles Grand Parc (C.A.V.G.P.),78,
78034,Auteuil,247800618,CC Coeur d'Yvelines,78,
78036,Autouillet,247800618,CC Coeur d'Yvelines,78,
78050,Bazoches-sur-Guyonne,247800618,CC Coeur d'Yvelines,78,
78053,Béhoust,247800618,CC Coeur d'Yvelines,78,
78062,Beynes,247800618,CC Coeur d'Yvelines,78,
78084,Boissy-sans-Avoir,247800618,CC Coeur d'Yvelines,78,
78236,Flexanville,247800618,CC Coeur d'Yvelines,78,
78262,Galluis,247800618,CC Coeur d'Yvelines,78,
78263,Gambais,247800618,CC Coeur d'Yvelines,78,
78265,Garancières,247800618,CC Coeur d'Yvelines,78,
78278,Goupillières,247800618,CC Coeur d'Yvelines,78,
78289,Grosrouvre,247800618,CC Coeur d'Yvelines,78,
78321,Jouars-Pontchartrain,247800618,CC Coeur d'Yvelines,78,
78364,Marcq,247800618,CC Coeur d'Yvelines,78,
78366,Mareil-le-Guyon,247800618,CC Coeur d'Yvelines,78,
78389,Méré,247800618,CC Coeur d'Yvelines,78,
78398,Les Mesnuls,247800618,CC Coeur d'Yvelines,78,
78404,Millemont,247800618,CC Coeur d'Yvelines,78,
78420,Montfort-l'Amaury,247800618,CC Coeur d'Yvelines,78,
78442,Neauphle-le-Château,247800618,CC Coeur d'Yvelines,78,
78443,Neauphle-le-Vieux,247800618,CC Coeur d'Yvelines,78,
78513,La Queue-les-Yvelines,247800618,CC Coeur d'Yvelines,78,
78550,Saint-Germain-de-la-Grange,247800618,CC Coeur d'Yvelines,78,
78576,Saint-Rémy-l'Honoré,247800618,CC Coeur d'Yvelines,78,
78588,Saulx-Marchais,247800618,CC Coeur d'Yvelines,78,
78615,Thiverval-Grignon,247800618,CC Coeur d'Yvelines,78,
78616,Thoiry,247800618,CC Coeur d'Yvelines,78,
78623,Le Tremblay-sur-Mauldre,247800618,CC Coeur d'Yvelines,78,
78653,Vicq,247800618,CC Coeur d'Yvelines,78,
78681,Villiers-le-Mahieu,247800618,CC Coeur d'Yvelines,78,
78683,Villiers-Saint-Frédéric,247800618,CC Coeur d'Yvelines,78,
78382,Maurecourt,249500109,CA de Cergy-Pontoise,78,
91001,Abbéville-la-Rivière,200017846,CA Étampois Sud-Essonne (CCESE),91,
91016,Angerville,200017846,CA Étampois Sud-Essonne (CCESE),91,
91022,Arrancourt,200017846,CA Étampois Sud-Essonne (CCESE),91,
91035,Authon-la-Plaine,200017846,CA Étampois Sud-Essonne (CCESE),91,
91067,Blandy,200017846,CA Étampois Sud-Essonne (CCESE),91,
91075,Bois-Herpin,200017846,CA Étampois Sud-Essonne (CCESE),91,
91079,Boissy-la-Rivière,200017846,CA Étampois Sud-Essonne (CCESE),91,
91081,Boissy-le-Sec,200017846,CA Étampois Sud-Essonne (CCESE),91,
91098,Boutervilliers,200017846,CA Étampois Sud-Essonne (CCESE),91,
91100,Bouville,200017846,CA Étampois Sud-Essonne (CCESE),91,
91109,Brières-les-Scellés,200017846,CA Étampois Sud-Essonne (CCESE),91,
91112,Brouy,200017846,CA Étampois Sud-Essonne (CCESE),91,
91130,Chalo-Saint-Mars,200017846,CA Étampois Sud-Essonne (CCESE),91,
91131,Chalou-Moulineux,200017846,CA Étampois Sud-Essonne (CCESE),91,
91137,Champmotteux,200017846,CA Étampois Sud-Essonne (CCESE),91,
91145,Chatignonville,200017846,CA Étampois Sud-Essonne (CCESE),91,
91223,Étampes,200017846,CA Étampois Sud-Essonne (CCESE),91,
91240,Fontaine-la-Rivière,200017846,CA Étampois Sud-Essonne (CCESE),91,
91248,La Forêt-Sainte-Croix,200017846,CA Étampois Sud-Essonne (CCESE),91,
91294,Guillerval,200017846,CA Étampois Sud-Essonne (CCESE),91,
91374,Marolles-en-Beauce,200017846,CA Étampois Sud-Essonne (CCESE),91,
91390,Le Mérévillois,200017846,CA Étampois Sud-Essonne (CCESE),91,
91393,Mérobert,200017846,CA Étampois Sud-Essonne (CCESE),91,
91399,Mespuits,200017846,CA Étampois Sud-Essonne (CCESE),91,
91414,Monnerville,200017846,CA Étampois Sud-Essonne (CCESE),91,
91433,Morigny-Champigny,200017846,CA Étampois Sud-Essonne (CCESE),91,
91469,Ormoy-la-Rivière,200017846,CA Étampois Sud-Essonne (CCESE),91,
91495,Plessis-Saint-Benoist,200017846,CA Étampois Sud-Essonne (CCESE),91,
91508,Puiselet-le-Marais,200017846,CA Étampois Sud-Essonne (CCESE),91,
91511,Pussay,200017846,CA Étampois Sud-Essonne (CCESE),91,
91526,Roinvilliers,200017846,CA Étampois Sud-Essonne (CCESE),91,
91533,Saclas,200017846,CA Étampois Sud-Essonne (CCESE),91,
91544,Saint-Cyr-la-Rivière,200017846,CA Étampois Sud-Essonne (CCESE),91,
91547,Saint-Escobille,200017846,CA Étampois Sud-Essonne (CCESE),91,
91556,Saint-Hilaire,200017846,CA Étampois Sud-Essonne (CCESE),91,
91613,Congerville-Thionville,200017846,CA Étampois Sud-Essonne (CCESE),91,
91629,Valpuiseaux,200017846,CA Étampois Sud-Essonne (CCESE),91,
91027,Athis-Mons,200054781,Métropole du Grand Paris,91,
91326,Juvisy-sur-Orge,200054781,Métropole du Grand Paris,91,
91432,Morangis,200054781,Métropole du Grand Paris,91,
91479,Paray-Vieille-Poste,200054781,Métropole du Grand Paris,91,
91589,Savigny-sur-Orge,200054781,Métropole du Grand Paris,91,
91687,Viry-Châtillon,200054781,Métropole du Grand Paris,91,
91044,Ballainvilliers,200056232,CA Communauté Paris-Saclay,91,
91122,Bures-sur-Yvette,200056232,CA Communauté Paris-Saclay,91,
91136,Champlan,200056232,CA Communauté Paris-Saclay,91,
91161,Chilly-Mazarin,200056232,CA Communauté Paris-Saclay,91,
91216,Épinay-sur-Orge,200056232,CA Communauté Paris-Saclay,91,
91272,Gif-sur-Yvette,200056232,CA Communauté Paris-Saclay,91,
91275,Gometz-le-Châtel,200056232,CA Communauté Paris-Saclay,91,
91312,Igny,200056232,CA Communauté Paris-Saclay,91,
91339,Linas,200056232,CA Communauté Paris-Saclay,91,
91345,Longjumeau,200056232,CA Communauté Paris-Saclay,91,
91363,Marcoussis,200056232,CA Communauté Paris-Saclay,91,
91377,Massy,200056232,CA Communauté Paris-Saclay,91,
91425,Montlhéry,200056232,CA Communauté Paris-Saclay,91,
91458,Nozay,200056232,CA Communauté Paris-Saclay,91,
91471,Orsay,200056232,CA Communauté Paris-Saclay,91,
91477,Palaiseau,200056232,CA Communauté Paris-Saclay,91,
91534,Saclay,200056232,CA Communauté Paris-Saclay,91,
91538,Saint-Aubin,200056232,CA Communauté Paris-Saclay,91,
91587,Saulx-les-Chartreux,200056232,CA Communauté Paris-Saclay,91,
91635,Vauhallan,200056232,CA Communauté Paris-Saclay,91,
91645,Verrières-le-Buisson,200056232,CA Communauté Paris-Saclay,91,
91661,Villebon-sur-Yvette,200056232,CA Communauté Paris-Saclay,91,
91665,La Ville-du-Bois,200056232,CA Communauté Paris-Saclay,91,
91666,Villejust,200056232,CA Communauté Paris-Saclay,91,
91679,Villiers-le-Bâcle,200056232,CA Communauté Paris-Saclay,91,
91689,Wissous,200056232,CA Communauté Paris-Saclay,91,
91692,Les Ulis,200056232,CA Communauté Paris-Saclay,91,
91021,Arpajon,200057859,CA Coeur d'Essonne Agglomération,91,
91041,Avrainville,200057859,CA Coeur d'Essonne Agglomération,91,
91103,Brétigny-sur-Orge,200057859,CA Coeur d'Essonne Agglomération,91,
91105,Breuillet,200057859,CA Coeur d'Essonne Agglomération,91,
91115,Bruyères-le-Châtel,200057859,CA Coeur d'Essonne Agglomération,91,
91156,Cheptainville,200057859,CA Coeur d'Essonne Agglomération,91,
91207,Égly,200057859,CA Coeur d'Essonne Agglomération,91,
91235,Fleury-Mérogis,200057859,CA Coeur d'Essonne Agglomération,91,
91292,Guibeville,200057859,CA Coeur d'Essonne Agglomération,91,
91333,Leuville-sur-Orge,200057859,CA Coeur d'Essonne Agglomération,91,
91347,Longpont-sur-Orge,200057859,CA Coeur d'Essonne Agglomération,91,
91376,Marolles-en-Hurepoix,200057859,CA Coeur d'Essonne Agglomération,91,
91434,Morsang-sur-Orge,200057859,CA Coeur d'Essonne Agglomération,91,
91457,La Norville,200057859,CA Coeur d'Essonne Agglomération,91,
91461,Ollainville,200057859,CA Coeur d'Essonne Agglomération,91,
91494,Le Plessis-Pâté,200057859,CA Coeur d'Essonne Agglomération,91,
91549,Sainte-Geneviève-des-Bois,200057859,CA Coeur d'Essonne Agglomération,91,
91552,Saint-Germain-lès-Arpajon,200057859,CA Coeur d'Essonne Agglomération,91,
91570,Saint-Michel-sur-Orge,200057859,CA Coeur d'Essonne Agglomération,91,
91667,Villemoisson-sur-Orge,200057859,CA Coeur d'Essonne Agglomération,91,
91685,Villiers-sur-Orge,200057859,CA Coeur d'Essonne Agglomération,91,
91097,Boussy-Saint-Antoine,200058477,CA Val d'Yerres Val de Seine,91,
91114,Brunoy,200058477,CA Val d'Yerres Val de Seine,91,
91191,Crosne,200058477,CA Val d'Yerres Val de Seine,91,
91201,Draveil,200058477,CA Val d'Yerres Val de Seine,91,
91215,Épinay-sous-Sénart,200058477,CA Val d'Yerres Val de Seine,91,
91421,Montgeron,200058477,CA Val d'Yerres Val de Seine,91,
91514,Quincy-sous-Sénart,200058477,CA Val d'Yerres Val de Seine,91,
91657,Vigneux-sur-Seine,200058477,CA Val d'Yerres Val de Seine,91,
91691,Yerres,200058477,CA Val d'Yerres Val de Seine,91,
91086,Bondoufle,200059228,CA Grand Paris Sud Seine Essonne Sénart,91,
91174,Corbeil-Essonnes,200059228,CA Grand Paris Sud Seine Essonne Sénart,91,
91179,Le Coudray-Montceaux,200059228,CA Grand Paris Sud Seine Essonne Sénart,91,
91225,Étiolles,200059228,CA Grand Paris Sud Seine Essonne Sénart,91,
91228,Évry-Courcouronnes,200059228,CA Grand Paris Sud Seine Essonne Sénart,91,
91286,Grigny,200059228,CA Grand Paris Sud Seine Essonne Sénart,91,
91340,Lisses,200059228,CA Grand Paris Sud Seine Essonne Sénart,91,
91435,Morsang-sur-Seine,200059228,CA Grand Paris Sud Seine Essonne Sénart,91,
91521,Ris-Orangis,200059228,CA Grand Paris Sud Seine Essonne Sénart,91,
91553,Saint-Germain-lès-Corbeil,200059228,CA Grand Paris Sud Seine Essonne Sénart,91,
91573,Saint-Pierre-du-Perray,200059228,CA Grand Paris Sud Seine Essonne Sénart,91,
91577,Saintry-sur-Seine,200059228,CA Grand Paris Sud Seine Essonne Sénart,91,
91600,Soisy-sur-Seine,200059228,CA Grand Paris Sud Seine Essonne Sénart,91,
91617,Tigery,200059228,CA Grand Paris Sud Seine Essonne Sénart,91,
91659,Villabé,200059228,CA Grand Paris Sud Seine Essonne Sénart,91,
91631,Varennes-Jarcy,247700644,CC l'Orée de la Brie,91,
91064,Bièvres,247800584,CA Versailles Grand Parc (C.A.V.G.P.),91,
91017,Angervilliers,249100074,CC du Pays de Limours (CCPL),91,
91093,Boullay-les-Troux,249100074,CC du Pays de Limours (CCPL),91,
91111,Briis-sous-Forges,249100074,CC du Pays de Limours (CCPL),91,
91186,Courson-Monteloup,249100074,CC du Pays de Limours (CCPL),91,
91243,Fontenay-lès-Briis,249100074,CC du Pays de Limours (CCPL),91,
91249,Forges-les-Bains,249100074,CC du Pays de Limours (CCPL),91,
91274,Gometz-la-Ville,249100074,CC du Pays de Limours (CCPL),91,
91319,Janvry,249100074,CC du Pays de Limours (CCPL),91,
91338,Limours,249100074,CC du Pays de Limours (CCPL),91,
91411,Les Molières,249100074,CC du Pays de Limours (CCPL),91,
91482,Pecqueuse,249100074,CC du Pays de Limours (CCPL),91,
91560,Saint-Jean-de-Beauregard,249100074,CC du Pays de Limours (CCPL),91,
91568,Saint-Maurice-Montcouronne,249100074,CC du Pays de Limours (CCPL),91,
91634,Vaugrigneuse,249100074,CC du Pays de Limours (CCPL),91,
91069,Boigneville,249100157,CC des Deux Vallées,91,
91099,Boutigny-sur-Essonne,249100157,CC des Deux Vallées,91,
91121,Buno-Bonnevaux,249100157,CC des Deux Vallées,91,
91180,Courances,249100157,CC des Deux Vallées,91,
91184,Courdimanche-sur-Essonne,249100157,CC des Deux Vallées,91,
91195,Dannemois,249100157,CC des Deux Vallées,91,
91273,Gironville-sur-Essonne,249100157,CC des Deux Vallées,91,
91359,Maisse,249100157,CC des Deux Vallées,91,
91405,Milly-la-Forêt,249100157,CC des Deux Vallées,91,
91408,Moigny-sur-École,249100157,CC des Deux Vallées,91,
91412,Mondeville,249100157,CC des Deux Vallées,91,
91463,Oncy-sur-École,249100157,CC des Deux Vallées,91,
91507,Prunay-sur-Essonne,249100157,CC des Deux Vallées,91,
91599,Soisy-sur-École,249100157,CC des Deux Vallées,91,
91654,Videlles,249100157,CC des Deux Vallées,91,
91037,Auvernaux,249100546,CC du Val d'Essonne (CCVE),91,
91045,Ballancourt-sur-Essonne,249100546,CC du Val d'Essonne (CCVE),91,
91047,Baulne,249100546,CC du Val d'Essonne (CCVE),91,
91129,Cerny,249100546,CC du Val d'Essonne (CCVE),91,
91135,Champcueil,249100546,CC du Val d'Essonne (CCVE),91,
91159,Chevannes,249100546,CC du Val d'Essonne (CCVE),91,
91198,D'Huison-Longueville,249100546,CC du Val d'Essonne (CCVE),91,
91204,Écharcon,249100546,CC du Val d'Essonne (CCVE),91,
91232,La Ferté-Alais,249100546,CC du Val d'Essonne (CCVE),91,
91244,Fontenay-le-Vicomte,249100546,CC du Val d'Essonne (CCVE),91,
91293,Guigneville-sur-Essonne,249100546,CC du Val d'Essonne (CCVE),91,
91315,Itteville,249100546,CC du Val d'Essonne (CCVE),91,
91332,Leudeville,249100546,CC du Val d'Essonne (CCVE),91,
91386,Mennecy,249100546,CC du Val d'Essonne (CCVE),91,
91441,Nainville-les-Roches,249100546,CC du Val d'Essonne (CCVE),91,
91468,Ormoy,249100546,CC du Val d'Essonne (CCVE),91,
91473,Orveau,249100546,CC du Val d'Essonne (CCVE),91,
91579,Saint-Vrain,249100546,CC du Val d'Essonne (CCVE),91,
91639,Vayres-sur-Essonne,249100546,CC du Val d'Essonne (CCVE),91,
91648,Vert-le-Grand,249100546,CC du Val d'Essonne (CCVE),91,
91649,Vert-le-Petit,249100546,CC du Val d'Essonne (CCVE),91,
91038,Auvers-Saint-Georges,249100553,CC Entre Juine et Renarde (CCEJR),91,
91080,Boissy-le-Cutté,249100553,CC Entre Juine et Renarde (CCEJR),91,
91085,Boissy-sous-Saint-Yon,249100553,CC Entre Juine et Renarde (CCEJR),91,
91095,Bouray-sur-Juine,249100553,CC Entre Juine et Renarde (CCEJR),91,
91132,Chamarande,249100553,CC Entre Juine et Renarde (CCEJR),91,
91148,Chauffour-lès-Étréchy,249100553,CC Entre Juine et Renarde (CCEJR),91,
91226,Étréchy,249100553,CC Entre Juine et Renarde (CCEJR),91,
91318,Janville-sur-Juine,249100553,CC Entre Juine et Renarde (CCEJR),91,
91330,Lardy,249100553,CC Entre Juine et Renarde (CCEJR),91,
91378,Mauchamps,249100553,CC Entre Juine et Renarde (CCEJR),91,
91578,Saint-Sulpice-de-Favières,249100553,CC Entre Juine et Renarde (CCEJR),91,
91581,Saint-Yon,249100553,CC Entre Juine et Renarde (CCEJR),91,
91602,Souzy-la-Briche,249100553,CC Entre Juine et Renarde (CCEJR),91,
91619,Torfou,249100553,CC Entre Juine et Renarde (CCEJR),91,
91662,Villeconin,249100553,CC Entre Juine et Renarde (CCEJR),91,
91671,Villeneuve-sur-Auvers,249100553,CC Entre Juine et Renarde (CCEJR),91,
91106,Breux-Jouy,249100595,CC Le Dourdannais en Hurepoix (CCDH),91,
91175,Corbreuse,249100595,CC Le Dourdannais en Hurepoix (CCDH),91,
91200,Dourdan,249100595,CC Le Dourdannais en Hurepoix (CCDH),91,
